Protein FDR Confidence,Uniprot_ID,Gene_name,Description,Coverage (%),Peptides,Unique Peptides,PSMs,AAs,MW (kDa),calc. pI,Abundance
High,Q07955,SRSF1,Serine/arginine-rich splicing factor 1,49,16,15,55,248,27.7,10.36,803958481.75
High,Q03001,DST,Dystonin,5,32,28,46,7570,860.1,5.25,28312393.1875
High,P26196,DDX6,Probable ATP-dependent RNA helicase DDX6,38,12,12,25,483,54.4,8.66,75897525.4375
High,Q92974,ARHGEF2,Rho guanine nucleotide exchange factor 2,23,19,19,30,986,111.5,7.27,87099865.125
High,Q9P2J5,LARS1,"Leucine--tRNA ligase, cytoplasmic",23,23,23,35,1176,134.4,7.3,63227541.25
High,Q5T9A4,ATAD3B,ATPase family AAA domain-containing protein 3B,31,19,6,40,648,72.5,9.2,30022251.375
High,Q04695,KRT17,"Keratin, type I cytoskeletal 17",45,22,9,57,432,48.1,5.02,43871942.125
High,Q6UN15,FIP1L1,Pre-mRNA 3'-end-processing factor FIP1,37,13,13,26,594,66.5,5.59,233498494.75
High,P33176,KIF5B,Kinesin-1 heavy chain,24,20,20,41,963,109.6,6.51,60870109.375
High,Q92626,PXDN,Peroxidasin homolog,18,21,21,37,1479,165.2,7.17,80787699.1875
High,Q9P2I0,CPSF2,Cleavage and polyadenylation specificity factor subunit 2,28,17,17,29,782,88.4,5.11,138633766.625
High,Q12905,ILF2,Interleukin enhancer-binding factor 2,39,15,15,36,390,43.0,5.26,353199350.4375
High,Q86XZ4,SPATS2,Spermatogenesis-associated serine-rich protein 2,29,11,11,19,545,59.5,8.9,63578678.625
High,Q96PK6,RBM14,RNA-binding protein 14,31,16,16,34,669,69.4,9.67,183840441.5
High,Q13263,TRIM28,Transcription intermediary factor 1-beta,30,17,17,30,835,88.5,5.77,55710933.5625
High,P18621,RPL17,60S ribosomal protein L17,45,11,11,34,184,21.4,10.17,780902385.625
High,Q8IWZ3,ANKHD1,Ankyrin repeat and KH domain-containing protein 1,9,19,12,30,2542,269.3,5.73,34788009.8125
High,O95425,SVIL,Supervillin,13,20,20,31,2214,247.6,6.98,30498638.375
High,Q12797,ASPH,Aspartyl/asparaginyl beta-hydroxylase,32,20,20,38,758,85.8,5.01,95126415.75
High,P62424,RPL7A,60S ribosomal protein L7a,42,17,17,46,266,30.0,10.61,1087805823.625
High,Q02413,DSG1,Desmoglein-1,18,13,13,24,1049,113.7,5.03,55764466.125
High,Q14151,SAFB2,Scaffold attachment factor B2,22,15,10,25,953,107.4,6.16,45979608.5625
High,Q96KR1,ZFR,Zinc finger RNA-binding protein,20,14,14,23,1074,116.9,9.04,44791100.25
High,Q13724,MOGS,Mannosyl-oligosaccharide glucosidase,30,20,20,37,837,91.9,8.9,95198629.5
High,Q96I25,RBM17,Splicing factor 45,41,15,15,28,401,44.9,5.97,65630470.25
High,O15027,SEC16A,Protein transport protein Sec16A,13,18,18,28,2357,251.7,5.8,39198553.9375
High,P41091,EIF2S3,Eukaryotic translation initiation factor 2 subunit 3,30,13,13,25,472,51.1,8.4,264800494.75
High,P19784,CSNK2A2,Casein kinase II subunit alpha',48,14,14,27,350,41.2,8.56,64606889.75
High,Q92804,TAF15,TATA-binding protein-associated factor 2N,20,11,8,36,592,61.8,8.02,433208786.25
High,Q9NVI7,ATAD3A,ATPase family AAA domain-containing protein 3A,34,22,9,43,634,71.3,8.98,158975839.1875
High,P38646,HSPA9,"Stress-70 protein, mitochondrial",31,16,16,32,679,73.6,6.16,54358124.125
High,O95819,MAP4K4,Mitogen-activated protein kinase kinase kinase kinase 4,25,22,22,34,1239,142.0,7.46,61887313.6875
High,P60660,MYL6,Myosin light polypeptide 6,60,11,8,68,151,16.9,4.65,2794171658.9375
High,Q69YN4,VIRMA,Protein virilizer homolog,13,22,22,35,1812,201.9,5.01,56322092
High,Q9UKF6,CPSF3,Cleavage and polyadenylation specificity factor subunit 3,31,16,16,29,684,77.4,5.6,55118493.9375
High,Q08J23,NSUN2,RNA cytosine C(5)-methyltransferase NSUN2,30,20,20,36,767,86.4,6.77,69080549.5
High,P62829,RPL23,60S ribosomal protein L23,26,8,8,30,140,14.9,10.51,309589965.875
High,Q9UHB6,LIMA1,LIM domain and actin-binding protein 1,26,14,14,26,759,85.2,6.84,58156664.5625
High,Q9H9G7,AGO3,Protein argonaute-3,23,17,11,29,860,97.3,9.11,47407649.5
High,Q8WUA2,PPIL4,Peptidyl-prolyl cis-trans isomerase-like 4,31,14,14,24,492,57.2,5.92,95600858.375
High,O14617,AP3D1,AP-3 complex subunit delta-1,21,19,19,31,1153,130.1,8.48,34677540.5
High,P55081,MFAP1,Microfibrillar-associated protein 1,26,11,11,28,439,51.9,4.98,94747050.75
High,Q15424,SAFB,Scaffold attachment factor B1,18,13,8,21,915,102.6,5.47,44877925.75
High,Q9Y6K5,OAS3,2'-5'-oligoadenylate synthase 3,26,26,26,45,1087,121.1,8.4,97305047.625
High,Q9P0K7,RAI14,Ankycorbin,24,21,21,35,980,110.0,6.21,52606963.625
High,P35241,RDX,Radixin,24,15,6,30,583,68.5,6.37,9989352.5
High,Q99996,AKAP9,A-kinase anchor protein 9,8,24,24,35,3907,452.7,4.98,21494838.4375
High,Q96CW1,AP2M1,AP-2 complex subunit mu,35,16,16,31,435,49.6,9.54,152340915.375
High,P52907,CAPZA1,F-actin-capping protein subunit alpha-1,62,12,9,27,286,32.9,5.69,121144001.375
High,Q5SSJ5,HP1BP3,Heterochromatin protein 1-binding protein 3,28,16,16,31,553,61.2,9.67,139117608.375
High,P27635,RPL10,60S ribosomal protein L10,32,13,13,60,214,24.6,10.08,884793847.8125
High,Q9BTC0,DIDO1,Death-inducer obliterator 1,14,21,21,36,2240,243.7,7.88,36469779.875
High,Q99873,PRMT1,Protein arginine N-methyltransferase 1,37,12,12,30,371,42.4,5.35,206125295.1875
High,P04843,RPN1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,34,16,16,32,607,68.5,6.38,84048881.75
High,Q13573,SNW1,SNW domain-containing protein 1,38,17,17,33,536,61.5,9.52,65502911
High,Q15417,CNN3,Calponin-3,43,10,9,25,329,36.4,6.05,54391385.25
High,Q6P158,DHX57,Putative ATP-dependent RNA helicase DHX57,15,18,17,32,1386,155.5,7.71,50795991.25
High,P42166,TMPO,"Lamina-associated polypeptide 2, isoform alpha",28,14,14,24,694,75.4,7.66,44278012.625
High,Q9Y608,LRRFIP2,Leucine-rich repeat flightless-interacting protein 2,18,13,12,26,721,82.1,6.95,75997263.5
High,P68104,EEF1A1,Elongation factor 1-alpha 1,34,11,11,35,462,50.1,9.01,867927601.708984
High,P78344,EIF4G2,Eukaryotic translation initiation factor 4 gamma 2,25,20,20,36,907,102.3,7.14,62680454.375
High,Q14258,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,29,18,18,35,630,70.9,8.09,125334529.625
High,Q9NUQ6,SPATS2L,SPATS2-like protein,26,11,11,20,558,61.7,9.64,90533784.375
High,Q8IWX8,CHERP,Calcium homeostasis endoplasmic reticulum protein,19,13,13,27,916,103.6,9.04,68705262.75
High,P46777,RPL5,60S ribosomal protein L5,28,11,11,26,297,34.3,9.72,113429342.0625
High,Q562R1,ACTBL2,Beta-actin-like protein 2,30,11,3,79,376,42.0,5.59,28690693.5
High,Q01813,PFKP,"ATP-dependent 6-phosphofructokinase, platelet type",22,16,14,29,784,85.5,7.55,47792607.9375
High,Q6S8J3,POTEE,POTE ankyrin domain family member E,7,7,1,48,1075,121.3,6.2,9551945.5
High,P42285,MTREX,Exosome RNA helicase MTR4,26,22,22,36,1042,117.7,6.52,53258930.875
High,P47756,CAPZB,F-actin-capping protein subunit beta,38,12,12,25,272,30.6,6.0,86132162.375
High,O14974,PPP1R12A,Protein phosphatase 1 regulatory subunit 12A,17,15,15,26,1030,115.2,5.4,56978438.125
High,Q8IXT5,RBM12B,RNA-binding protein 12B,26,19,19,35,1001,118.0,6.81,73282820.0625
High,P09012,SNRPA,U1 small nuclear ribonucleoprotein A,36,9,6,20,282,31.3,9.83,92473808.25
High,O75179,ANKRD17,Ankyrin repeat domain-containing protein 17,7,15,8,24,2603,274.1,6.52,11752045.4375
High,P50454,SERPINH1,Serpin H1,39,14,14,24,418,46.4,8.69,106125560.25
High,P62277,RPS13,40S ribosomal protein S13,56,15,15,42,151,17.2,10.54,1170960705.875
High,P49411,TUFM,"Elongation factor Tu, mitochondrial",36,15,15,27,455,49.8,7.61,84073106.5625
High,Q9UL18,AGO1,Protein argonaute-1,25,16,11,26,857,97.2,9.16,41338994.625
High,Q2TAY7,SMU1,WD40 repeat-containing protein SMU1,33,12,12,24,513,57.5,7.18,43832467.875
High,Q9UMS4,PRPF19,Pre-mRNA-processing factor 19,47,14,14,25,504,55.1,6.61,196909931.75
High,Q71RC2,LARP4,La-related protein 4,28,15,15,26,724,80.5,6.61,91614304.5
High,Q9NUD5,ZCCHC3,Zinc finger CCHC domain-containing protein 3,43,12,12,20,403,43.5,8.53,82074810.75
High,P08708,RPS17,40S ribosomal protein S17,50,6,6,16,135,15.5,9.85,372659241.34375
High,P62244,RPS15A,40S ribosomal protein S15a,62,10,10,42,130,14.8,10.13,836517263.0625
High,Q8IZH2,XRN1,5'-3' exoribonuclease 1,12,17,17,32,1706,194.0,7.21,48809788.5
High,Q9BYJ9,YTHDF1,YTH domain-containing family protein 1,25,10,7,19,559,60.8,8.79,50208054.75
High,Q08945,SSRP1,FACT complex subunit SSRP1,23,17,17,33,709,81.0,6.87,56729885.75
High,Q9NYL9,TMOD3,Tropomodulin-3,41,12,12,24,352,39.6,5.19,131448160.25
High,Q8N684,CPSF7,Cleavage and polyadenylation specificity factor subunit 7,26,11,11,27,471,52.0,8.0,328607967.75
High,P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",25,13,13,25,573,61.0,5.87,58454076
High,Q52LJ0,FAM98B,Protein FAM98B,20,8,4,21,433,45.5,8.69,53875402
High,P26373,RPL13,60S ribosomal protein L13,46,12,12,37,211,24.2,11.65,1265704373.6875
High,P29692,EEF1D,Elongation factor 1-delta,41,10,10,29,281,31.1,5.01,364877151.75
High,Q9H0D6,XRN2,5'-3' exoribonuclease 2,22,17,17,34,950,108.5,7.47,61484113.5
High,Q96HS1,PGAM5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",51,12,12,28,289,32.0,8.68,117708457.75
High,P05121,SERPINE1,Plasminogen activator inhibitor 1,47,15,15,28,402,45.0,7.2,192047949.25
High,O14639,ABLIM1,Actin-binding LIM protein 1,22,14,14,25,778,87.6,8.59,35584940.4375
High,Q9Y285,FARSA,Phenylalanine--tRNA ligase alpha subunit,40,14,14,23,508,57.5,7.8,61976645.375
High,P07910,HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2,33,14,14,29,306,33.7,5.08,382763519
High,O43896,KIF1C,Kinesin-like protein KIF1C,19,19,14,27,1103,122.9,6.9,62337386.625
High,P15311,EZR,Ezrin,21,14,5,29,586,69.4,6.27,16424622.25
High,P41252,IARS1,"Isoleucine--tRNA ligase, cytoplasmic",18,20,20,31,1262,144.4,6.15,57643948.75
High,P42694,HELZ,Probable helicase with zinc finger domain,13,18,18,28,1942,218.8,7.42,30002839.5
High,P62269,RPS18,40S ribosomal protein S18,69,17,17,47,152,17.7,10.99,1541361515.3125
High,Q92797,SYMPK,Symplekin,20,19,19,30,1274,141.1,6.13,34732607.40625
High,Q9UHB9,SRP68,Signal recognition particle subunit SRP68,31,19,19,26,627,70.7,8.56,48871427.25
High,P56192,MARS1,"Methionine--tRNA ligase, cytoplasmic",20,13,13,25,900,101.1,6.16,35294237.8125
High,Q15020,SART3,Squamous cell carcinoma antigen recognized by T-cells 3,18,13,13,23,963,109.9,5.57,23301338.125
High,Q15366,PCBP2,Poly(rC)-binding protein 2,45,8,6,15,365,38.6,6.79,74549461.125
High,Q14103,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0,23,11,9,22,355,38.4,7.81,278226435.875
High,Q05682,CALD1,Caldesmon,19,10,10,18,793,93.2,5.66,34946772.875
High,P33992,MCM5,DNA replication licensing factor MCM5,26,17,17,27,734,82.2,8.37,76368022.875
High,P46087,NOP2,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,24,14,14,24,812,89.2,9.23,54685661.25
High,Q13242,SRSF9,Serine/arginine-rich splicing factor 9,56,15,14,45,221,25.5,8.65,269759414.875
High,Q04837,SSBP1,"Single-stranded DNA-binding protein, mitochondrial",53,9,9,23,148,17.2,9.6,194564348.5
High,O60231,DHX16,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,19,16,15,26,1041,119.2,6.8,30949218.9375
High,P98179,RBM3,RNA-binding protein 3,52,6,6,15,157,17.2,8.91,239192245.6875
High,Q12874,SF3A3,Splicing factor 3A subunit 3,25,12,12,20,501,58.8,5.38,59421726.5
High,Q49A26,GLYR1,Cytokine-like nuclear factor N-PAC,26,13,13,22,553,60.5,9.17,49463536.5
High,Q8WUM4,PDCD6IP,Programmed cell death 6-interacting protein,22,15,15,28,868,96.0,6.52,34951874
High,Q9UKK3,PARP4,Protein mono-ADP-ribosyltransferase PARP4,10,17,17,33,1724,192.5,5.66,52053746.125
High,P21127,CDK11B,Cyclin-dependent kinase 11B,25,20,20,35,795,92.6,5.54,118439432
High,P38159,RBMX,"RNA-binding motif protein, X chromosome",29,13,13,29,391,42.3,10.05,283348423.0625
High,P46781,RPS9,40S ribosomal protein S9,56,19,19,48,194,22.6,10.65,1742704454.0625
High,O43660,PLRG1,Pleiotropic regulator 1,35,11,11,18,514,57.2,9.17,37119231.875
High,P55072,VCP,Transitional endoplasmic reticulum ATPase,24,14,14,22,806,89.3,5.26,33467707.125
High,Q9BUQ8,DDX23,Probable ATP-dependent RNA helicase DDX23,22,18,18,31,820,95.5,9.55,57477845.25
High,P62910,RPL32,60S ribosomal protein L32,44,8,8,21,135,15.9,11.33,154655341.125
High,P14923,JUP,Junction plakoglobin,26,17,15,35,745,81.7,6.14,76822343.625
High,O76021,RSL1D1,Ribosomal L1 domain-containing protein 1,33,15,15,28,490,54.9,10.13,120755946.5
High,P06733,ENO1,Alpha-enolase,31,11,11,20,434,47.1,7.39,66570395.25
High,O15123,ANGPT2,Angiopoietin-2,32,15,15,27,496,56.9,5.58,81248243.875
High,P39019,RPS19,40S ribosomal protein S19,60,12,12,37,145,16.1,10.32,929542225.875
High,P52756,RBM5,RNA-binding protein 5,18,15,13,26,815,92.1,6.28,44146455.125
High,P14868,DARS1,"Aspartate--tRNA ligase, cytoplasmic",37,15,15,26,501,57.1,6.55,32355301.75
High,P62081,RPS7,40S ribosomal protein S7,58,13,13,22,194,22.1,10.1,509917934.515625
High,Q9UBB9,TFIP11,Tuftelin-interacting protein 11,22,14,14,26,837,96.8,5.67,32505394.625
High,Q9GZR7,DDX24,ATP-dependent RNA helicase DDX24,22,16,16,28,859,96.3,9.06,30196823.5
High,P62847,RPS24,40S ribosomal protein S24,36,7,7,26,133,15.4,10.78,370328401.375
High,O00178,GTPBP1,GTP-binding protein 1,30,12,12,20,669,72.4,8.34,62822745.5
High,Q96PU8,QKI,KH domain-containing RNA-binding protein QKI,36,11,11,23,341,37.6,8.56,34725277.25
High,O95985,TOP3B,DNA topoisomerase 3-beta-1,20,14,13,26,862,96.6,8.12,47449319.25
High,P15170,GSPT1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,35,14,14,26,499,55.7,5.62,77317110.125
High,P47897,QARS1,Glutamine--tRNA ligase,27,19,19,29,775,87.7,7.15,34911414.4375
High,Q01085,TIAL1,Nucleolysin TIAR,39,11,7,18,375,41.6,7.74,95619387.875
High,Q92614,MYO18A,Unconventional myosin-XVIIIa,9,16,16,28,2054,233.0,6.3,29360801.875
High,P17987,TCP1,T-complex protein 1 subunit alpha,32,14,14,28,556,60.3,6.11,52846986.4375
High,Q9BRZ2,TRIM56,E3 ubiquitin-protein ligase TRIM56,17,10,10,16,755,81.4,7.74,27904140.625
High,P55795,HNRNPH2,Heterogeneous nuclear ribonucleoprotein H2,29,10,5,25,449,49.2,6.3,55647059.625
High,Q6UXN9,WDR82,WD repeat-containing protein 82,36,14,14,29,313,35.1,7.69,123772401.25
High,P17480,UBTF,Nucleolar transcription factor 1,21,15,15,25,764,89.4,5.81,31636324.5
High,Q06830,PRDX1,Peroxiredoxin-1,43,13,11,29,199,22.1,8.13,127159262
High,P62979,RPS27A,Ubiquitin-40S ribosomal protein S27a,65,10,10,29,156,18.0,9.64,497580515.40625
High,Q9UK61,TASOR,Protein TASOR,12,18,18,32,1670,188.9,5.8,37684196.875
High,Q09161,NCBP1,Nuclear cap-binding protein subunit 1,19,12,12,19,790,91.8,6.43,72673610.375
High,O14744,PRMT5,Protein arginine N-methyltransferase 5,22,15,15,29,637,72.6,6.29,73193217.125
High,Q96AG4,LRRC59,Leucine-rich repeat-containing protein 59,31,9,9,21,307,34.9,9.57,193662439
High,O14579,COPE,Coatomer subunit epsilon,41,10,10,18,308,34.5,5.12,49587007.5
High,Q6WCQ1,MPRIP,Myosin phosphatase Rho-interacting protein,20,14,14,22,1025,116.5,6.21,13702884.375
High,Q9H223,EHD4,EH domain-containing protein 4,28,15,10,25,541,61.1,6.76,32623461.3125
High,Q7Z406,MYH14,Myosin-14,6,14,1,48,1995,227.7,5.6,
High,Q16630,CPSF6,Cleavage and polyadenylation specificity factor subunit 6,17,9,9,21,551,59.2,7.15,285952557.5
High,Q5PRF9,SAMD4B,Protein Smaug homolog 2,24,10,10,16,694,75.4,6.83,20966763.5
High,P05141,SLC25A5,ADP/ATP translocase 2,42,17,3,28,298,32.8,9.69,370947878.75
High,Q9UPU9,SAMD4A,Protein Smaug homolog 1,19,9,9,15,718,79.4,8.32,15934596.75
High,P07900,HSP90AA1,Heat shock protein HSP 90-alpha,19,12,7,24,732,84.6,5.02,18834523
High,P21980,TGM2,Protein-glutamine gamma-glutamyltransferase 2,25,13,13,20,687,77.3,5.22,48915295.25
High,Q86V81,ALYREF,THO complex subunit 4,39,7,7,20,257,26.9,11.15,154236652.5
High,Q9UBQ5,EIF3K,Eukaryotic translation initiation factor 3 subunit K,38,8,8,32,218,25.0,4.93,466415394
High,P40429,RPL13A,60S ribosomal protein L13a,52,18,18,43,203,23.6,10.93,721630449.453125
High,Q8N1N4,KRT78,"Keratin, type II cytoskeletal 78",23,12,11,21,520,56.8,6.02,34354798
High,P03956,MMP1,Interstitial collagenase,30,13,13,23,469,54.0,6.96,51895753.125
High,Q96T37,RBM15,RNA-binding protein 15,19,17,15,26,977,107.1,10.08,47717630.3125
High,P62241,RPS8,40S ribosomal protein S8,39,10,10,30,208,24.2,10.32,1010430903.6875
High,P62826,RAN,GTP-binding nuclear protein Ran,32,7,7,13,216,24.4,7.49,57959360
High,P16401,H1-5,Histone H1.5,35,12,9,23,226,22.6,10.92,344264946
High,Q8NDV7,TNRC6A,Trinucleotide repeat-containing gene 6A protein,8,10,9,16,1962,210.2,7.01,24471164.125
High,P08727,KRT19,"Keratin, type I cytoskeletal 19",26,12,2,37,400,44.1,5.14,
High,P22087,FBL,rRNA 2'-O-methyltransferase fibrillarin,46,13,12,22,321,33.8,10.18,51492354
High,Q01780,EXOSC10,Exosome component 10,20,14,14,19,885,100.8,8.46,30439180.125
High,P61254,RPL26,60S ribosomal protein L26,48,11,11,32,145,17.2,10.55,502454943
High,Q8NFW8,CMAS,N-acylneuraminate cytidylyltransferase,25,11,11,22,434,48.3,7.93,60390944.5
High,P12236,SLC25A6,ADP/ATP translocase 3,42,16,3,25,298,32.8,9.74,47467177
High,O14979,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like,19,9,7,19,420,46.4,9.57,143109676.625
High,Q92600,CNOT9,CCR4-NOT transcription complex subunit 9,31,8,8,17,299,33.6,8.03,23110726.75
High,O75534,CSDE1,Cold shock domain-containing protein E1,22,19,19,33,798,88.8,6.25,55216587.25
High,P14649,MYL6B,Myosin light chain 6B,57,12,9,27,208,22.8,5.73,1018119800.75
High,Q8IWR0,ZC3H7A,Zinc finger CCCH domain-containing protein 7A,16,10,10,15,971,110.5,7.3,55517671.75
High,Q13151,HNRNPA0,Heterogeneous nuclear ribonucleoprotein A0,29,10,10,15,305,30.8,9.29,154092565.9375
High,Q9H0A0,NAT10,RNA cytidine acetyltransferase,16,15,15,21,1025,115.7,8.27,36241403.25
High,Q14008,CKAP5,Cytoskeleton-associated protein 5,10,17,17,24,2032,225.4,7.8,19226570.625
High,P48047,ATP5PO,"ATP synthase subunit O, mitochondrial",48,8,8,16,213,23.3,9.96,98236248
High,P61353,RPL27,60S ribosomal protein L27,58,11,11,30,136,15.8,10.56,822659795.625
High,P61204,ARF3,ADP-ribosylation factor 3,47,8,5,15,181,20.6,7.43,26044298.75
High,Q8WVV9,HNRNPLL,Heterogeneous nuclear ribonucleoprotein L-like,18,7,7,13,542,60.0,7.72,24344653.25
High,P46783,RPS10,40S ribosomal protein S10,50,10,10,21,165,18.9,10.15,641558418.75
High,P02768,ALB,Albumin,19,12,12,42,609,69.3,6.28,2439162323.375
High,Q86UX7,FERMT3,Fermitin family homolog 3,22,11,11,21,667,75.9,6.98,28068590.125
High,O15231,ZNF185,Zinc finger protein 185,27,13,13,23,689,73.5,7.01,40346137.125
High,P62249,RPS16,40S ribosomal protein S16,65,16,16,36,146,16.4,10.21,1479378834.875
High,P62917,RPL8,60S ribosomal protein L8,47,13,13,29,257,28.0,11.03,844215385.6875
High,Q15007,WTAP,Pre-mRNA-splicing regulator WTAP,26,11,11,19,396,44.2,5.19,33483586.125
High,Q15365,PCBP1,Poly(rC)-binding protein 1,32,6,4,14,356,37.5,7.09,45468345
High,O75165,DNAJC13,DnaJ homolog subfamily C member 13,8,13,13,20,2243,254.3,6.74,11637708.375
High,Q9NX58,LYAR,Cell growth-regulating nucleolar protein,31,10,10,18,379,43.6,9.57,48455592.25
High,Q12965,MYO1E,Unconventional myosin-Ie,16,14,14,21,1108,127.0,8.92,22111379.875
High,Q16531,DDB1,DNA damage-binding protein 1,12,13,13,20,1140,126.9,5.26,15595783
High,Q99729,HNRNPAB,Heterogeneous nuclear ribonucleoprotein A/B,24,10,10,19,332,36.2,8.21,108985723.75
High,P25705,ATP5F1A,"ATP synthase subunit alpha, mitochondrial",27,12,12,21,553,59.7,9.13,44857904.75
High,Q9Y295,DRG1,Developmentally-regulated GTP-binding protein 1,32,10,10,18,367,40.5,8.9,41752983.0625
High,P62140,PPP1CB,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,24,8,4,20,327,37.2,6.19,47205075.375
High,Q9BWF3,RBM4,RNA-binding protein 4,33,11,2,21,364,40.3,7.08,37916295.625
High,Q9UG63,ABCF2,ATP-binding cassette sub-family F member 2,20,12,12,24,623,71.2,7.37,55899382.625
High,P84098,RPL19,60S ribosomal protein L19,28,8,8,28,196,23.5,11.47,292869158.25
High,Q15046,KARS1,Lysine--tRNA ligase,25,12,12,19,597,68.0,6.35,27182888
High,Q9BY77,POLDIP3,Polymerase delta-interacting protein 3,41,12,12,18,421,46.1,9.99,33696078.25
High,Q9UJV9,DDX41,Probable ATP-dependent RNA helicase DDX41,22,10,10,17,622,69.8,6.84,14738573.4375
High,Q9UKV3,ACIN1,Apoptotic chromatin condensation inducer in the nucleus,11,11,11,15,1341,151.8,6.43,43960425
High,Q14257,RCN2,Reticulocalbin-2,36,9,9,15,317,36.9,4.4,53049495.625
High,P13797,PLS3,Plastin-3,26,13,13,18,630,70.8,5.6,26166404.75
High,Q9NZN4,EHD2,EH domain-containing protein 2,28,13,9,20,543,61.1,6.46,25894052.25
High,Q14669,TRIP12,E3 ubiquitin-protein ligase TRIP12,9,14,14,19,1992,220.3,8.48,22133842.4375
High,Q8TDB6,DTX3L,E3 ubiquitin-protein ligase DTX3L,21,10,10,17,740,83.5,8.06,19608069
High,O15234,CASC3,Protein CASC3,14,8,8,14,703,76.2,6.48,31165589.25
High,Q00577,PURA,Transcriptional activator protein Pur-alpha,48,10,7,18,322,34.9,6.44,128546442.25
High,P22695,UQCRC2,"Cytochrome b-c1 complex subunit 2, mitochondrial",32,10,10,16,453,48.4,8.63,32752830.375
High,P26640,VARS1,Valine--tRNA ligase,13,11,11,20,1264,140.4,7.59,23404769.75
High,P05198,EIF2S1,Eukaryotic translation initiation factor 2 subunit 1,40,13,13,22,315,36.1,5.08,72752461.75
High,P61313,RPL15,60S ribosomal protein L15,46,11,11,20,204,24.1,11.62,311750056
High,P23381,WARS1,"Tryptophan--tRNA ligase, cytoplasmic",32,10,10,16,471,53.1,6.23,21082533.125
High,P82650,MRPS22,"28S ribosomal protein S22, mitochondrial",38,11,11,19,360,41.3,7.9,22574013.5
High,P62805,H4C16,Histone H4,44,8,8,18,103,11.4,11.36,214975402
