Protein FDR Confidence,Uniprot_ID,Gene_name,Description,Coverage (%),Peptides,Unique Peptides,PSMs,AAs,MW (kDa),calc. pI,Abundance
High,P19784,CSNK2A2,Casein kinase II subunit alpha',49,13,12,24,350,41.2,8.56,35551276.625
High,Q9UPQ9,TNRC6B,Trinucleotide repeat-containing gene 6B protein,11,12,12,15,1833,193.9,6.76,8128989.625
High,P33992,MCM5,DNA replication licensing factor MCM5,35,21,21,30,734,82.2,8.37,43776511.9375
High,P15880,RPS2,40S ribosomal protein S2,38,9,9,21,293,31.3,10.24,86013007.125
High,Q9H2D6,TRIOBP,TRIO and F-actin-binding protein,7,15,15,22,2365,261.2,8.48,17719137.5625
High,Q9BY44,EIF2A,Eukaryotic translation initiation factor 2A,39,16,16,27,585,64.9,8.87,32117049.34375
High,P62750,RPL23A,60S ribosomal protein L23a,44,11,11,27,156,17.7,10.45,90288248.625
High,P49411,TUFM,"Elongation factor Tu, mitochondrial",34,14,14,29,455,49.8,7.61,43038834.375
High,P62244,RPS15A,40S ribosomal protein S15a,59,9,9,26,130,14.8,10.13,155340473.375
High,Q9NZI8,IGF2BP1,Insulin-like growth factor 2 mRNA-binding protein 1,20,9,7,17,577,63.4,9.2,16143556.25
High,P15144,ANPEP,Aminopeptidase N,20,17,17,32,967,109.5,5.48,21885878.5625
High,P62263,RPS14,40S ribosomal protein S14,42,9,9,18,151,16.3,10.05,88130068
High,O15123,ANGPT2,Angiopoietin-2,31,13,13,22,496,56.9,5.58,50111325.125
High,Q5T9A4,ATAD3B,ATPase family AAA domain-containing protein 3B,20,15,2,26,648,72.5,9.2,3397680
High,Q9H223,EHD4,EH domain-containing protein 4,33,15,12,25,541,61.1,6.76,20368702.0625
High,O00425,IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,22,12,9,26,579,63.7,8.87,46934931.71875
High,Q52LJ0,FAM98B,Protein FAM98B,20,7,4,17,433,45.5,8.69,11031532.5
High,Q9Y6M1,IGF2BP2,Insulin-like growth factor 2 mRNA-binding protein 2,26,12,10,22,599,66.1,8.46,16944040.8125
High,P30153,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,24,12,12,23,589,65.3,5.11,24163722
High,O15042,U2SURP,U2 snRNP-associated SURP motif-containing protein,19,18,18,31,1029,118.2,8.47,48612177.28125
High,P20591,MX1,Interferon-induced GTP-binding protein Mx1,26,15,15,26,662,75.5,5.83,25461348.53125
High,Q9UKF6,CPSF3,Cleavage and polyadenylation specificity factor subunit 3,20,12,12,23,684,77.4,5.6,28532348.75
High,Q7Z794,KRT77,"Keratin, type II cytoskeletal 1b",23,14,9,62,578,61.9,5.99,19778313.625
High,Q8NEZ2,VPS37A,Vacuolar protein sorting-associated protein 37A,25,9,9,19,397,44.3,5.57,25184805.5
High,P05141,SLC25A5,ADP/ATP translocase 2,40,14,5,26,298,32.8,9.69,125981407.359375
High,P32969,RPL9P9,60S ribosomal protein L9,55,11,11,18,192,21.9,9.95,51272404.375
High,Q9Y6K5,OAS3,2'-5'-oligoadenylate synthase 3,17,20,20,36,1087,121.1,8.4,40326828.03125
High,P05783,KRT18,"Keratin, type I cytoskeletal 18",46,17,16,37,430,48.0,5.45,49530651.5
High,P27635,RPL10,60S ribosomal protein L10,38,11,11,27,214,24.6,10.08,137815133.625
High,P55072,VCP,Transitional endoplasmic reticulum ATPase,21,12,12,21,806,89.3,5.26,17539396.25
High,Q7L576,CYFIP1,Cytoplasmic FMR1-interacting protein 1,13,14,14,20,1253,145.1,6.9,23367814.25
High,Q14103,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0,24,9,7,20,355,38.4,7.81,93108477.0625
High,Q14697,GANAB,Neutral alpha-glucosidase AB,22,18,18,34,944,106.8,6.14,28442687.625
High,Q53G44,IFI44L,Interferon-induced protein 44-like,33,11,11,20,452,51.3,6.79,28633048.6875
High,O95425,SVIL,Supervillin,8,14,14,23,2214,247.6,6.98,10132609.75
High,P28482,MAPK1,Mitogen-activated protein kinase 1,30,10,8,25,360,41.4,6.98,36414705.375
High,P12236,SLC25A6,ADP/ATP translocase 3,37,13,4,24,298,32.8,9.74,20629751.375
High,P23528,CFL1,Cofilin-1,51,8,5,18,166,18.5,8.09,144624425.75
High,P62995,TRA2B,Transformer-2 protein homolog beta,26,8,8,18,288,33.6,11.25,56894277.5625
High,Q92974,ARHGEF2,Rho guanine nucleotide exchange factor 2,18,14,14,23,986,111.5,7.27,15167974.9375
High,O95793,STAU1,Double-stranded RNA-binding protein Staufen homolog 1,32,15,14,23,577,63.1,9.44,27500621.125
High,P63104,YWHAZ,14-3-3 protein zeta/delta,31,7,5,16,245,27.7,4.79,19674608.25
High,P62241,RPS8,40S ribosomal protein S8,40,11,11,21,208,24.2,10.32,104944892.3125
High,O94973,AP2A2,AP-2 complex subunit alpha-2,19,15,10,24,939,103.9,6.96,10006622.0625
High,Q06210,GFPT1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,19,11,11,18,699,78.8,7.11,26939158.25
High,P62140,PPP1CB,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,24,7,4,16,327,37.2,6.19,12895635.9375
High,P14868,DARS1,"Aspartate--tRNA ligase, cytoplasmic",34,15,15,26,501,57.1,6.55,20392155.6875
High,P55795,HNRNPH2,Heterogeneous nuclear ribonucleoprotein H2,29,10,5,25,449,49.2,6.3,22980376.4375
High,P46063,RECQL,ATP-dependent DNA helicase Q1,24,15,15,21,649,73.4,7.88,22984819.125
High,Q96I24,FUBP3,Far upstream element-binding protein 3,27,12,11,23,572,61.6,8.38,14651545
High,Q8WUA2,PPIL4,Peptidyl-prolyl cis-trans isomerase-like 4,24,10,10,19,492,57.2,5.92,33452528.1875
High,Q13283,G3BP1,Ras GTPase-activating protein-binding protein 1,32,9,8,15,466,52.1,5.52,6995283.875
High,A2NJV5,IGKV2-29,Immunoglobulin kappa variable 2-29,19,5,2,157,120,13.1,7.28,5401078619.875
High,P63244,RACK1,Receptor of activated protein C kinase 1,30,10,10,23,317,35.1,7.69,34406842.375
High,Q9H9H4,VPS37B,Vacuolar protein sorting-associated protein 37B,41,7,7,12,285,31.3,7.34,36057040.75
High,P62805,H4C16,Histone H4,45,9,9,19,103,11.4,11.36,128880109.5625
High,Q9Y613,FHOD1,FH1/FH2 domain-containing protein 1,17,16,16,26,1164,126.5,6.39,20641761.125
High,P61204,ARF3,ADP-ribosylation factor 3,46,8,6,16,181,20.6,7.43,20584980.625
High,P47897,QARS1,Glutamine--tRNA ligase,22,15,15,24,775,87.7,7.15,18287361.1875
High,P33993,MCM7,DNA replication licensing factor MCM7,24,13,13,17,719,81.3,6.46,17758285.1875
High,P62136,PPP1CA,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,24,8,5,14,330,37.5,6.33,24144367.1875
High,P11387,TOP1,DNA topoisomerase 1,19,14,14,23,765,90.7,9.31,30467252.9375
High,Q01130,SRSF2,Serine/arginine-rich splicing factor 2,24,5,5,14,221,25.5,11.85,47599357.125
High,P26641,EEF1G,Elongation factor 1-gamma,27,12,12,25,437,50.1,6.67,60020676.375
High,Q13201,MMRN1,Multimerin-1,14,13,13,19,1228,138.0,7.93,12813287.4375
High,Q05682,CALD1,Caldesmon,17,10,10,17,793,93.2,5.66,17454963.125
High,Q7L2E3,DHX30,ATP-dependent RNA helicase DHX30,14,15,15,24,1194,133.9,8.78,18370186.125
High,Q8N3C0,ASCC3,Activating signal cointegrator 1 complex subunit 3,10,19,19,25,2202,251.3,7.09,18766950.5625
High,P38646,HSPA9,"Stress-70 protein, mitochondrial",19,10,10,15,679,73.6,6.16,18382900.3125
High,P26599,PTBP1,Polypyrimidine tract-binding protein 1,31,10,9,19,557,59.6,9.16,43195221.625
High,P50453,SERPINB9,Serpin B9,32,9,8,15,376,42.4,5.86,27578441.75
High,Q96CW1,AP2M1,AP-2 complex subunit mu,28,11,11,20,435,49.6,9.54,18340151.75
High,Q9P2I0,CPSF2,Cleavage and polyadenylation specificity factor subunit 2,18,13,13,22,782,88.4,5.11,36750260.6875
High,Q15717,ELAVL1,ELAV-like protein 1,31,8,8,14,326,36.1,9.17,24854685.5625
High,P63151,PPP2R2A,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,28,9,7,15,447,51.7,6.2,28174441.5
High,Q12905,ILF2,Interleukin enhancer-binding factor 2,31,9,9,17,390,43.0,5.26,30283559.875
High,P05787,KRT8,"Keratin, type II cytoskeletal 8",14,10,1,35,483,53.7,5.59,2082978.25
High,Q02878,RPL6,60S ribosomal protein L6,38,12,12,19,288,32.7,10.58,73235813.625
High,P56192,MARS1,"Methionine--tRNA ligase, cytoplasmic",15,11,11,20,900,101.1,6.16,14044946.375
High,P07910,HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2,26,8,8,16,306,33.7,5.08,26491389.75
High,Q9Y2A7,NCKAP1,Nck-associated protein 1,12,13,13,19,1128,128.7,6.62,11391838.25
High,Q13263,TRIM28,Transcription intermediary factor 1-beta,17,10,10,17,835,88.5,5.77,18078973.0625
High,Q6UXN9,WDR82,WD repeat-containing protein 82,35,13,13,24,313,35.1,7.69,39429265.25
High,P31689,DNAJA1,DnaJ homolog subfamily A member 1,39,12,12,19,397,44.8,7.08,35463787.671875
High,P98179,RBM3,RNA-binding protein 3,30,4,4,14,157,17.2,8.91,103115706.25
High,P50402,EMD,Emerin,43,9,9,16,254,29.0,5.5,12760114.15625
High,P19525,EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase",22,12,12,21,551,62.1,8.4,27741162.625
High,P78371,CCT2,T-complex protein 1 subunit beta,28,11,11,18,535,57.5,6.46,12166293.34375
High,Q6PKG0,LARP1,La-related protein 1,10,9,9,17,1096,123.4,8.82,7485823
High,P62829,RPL23,60S ribosomal protein L23,26,7,7,19,140,14.9,10.51,47261009.0625
High,P47755,CAPZA2,F-actin-capping protein subunit alpha-2,41,8,5,12,286,32.9,5.85,11975007
High,P13646,KRT13,"Keratin, type I cytoskeletal 13",19,11,5,31,458,49.6,4.96,10220029.125
High,O14979,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like,19,8,6,18,420,46.4,9.57,40896269.25
High,P48634,PRRC2A,Protein PRRC2A,10,11,11,16,2157,228.7,9.45,11574193.34375
High,P48047,ATP5PO,"ATP synthase subunit O, mitochondrial",52,9,9,18,213,23.3,9.96,47133210.75
High,Q8NC51,SERBP1,Plasminogen activator inhibitor 1 RNA-binding protein,34,13,13,26,408,44.9,8.65,46303524.46875
High,P27348,YWHAQ,14-3-3 protein theta,21,6,4,13,245,27.7,4.78,9897803.1875
High,P06396,GSN,Gelsolin,23,12,12,19,782,85.6,6.28,17195590.78125
High,P50990,CCT8,T-complex protein 1 subunit theta,29,14,14,21,548,59.6,5.6,15964571.9375
High,O75643,SNRNP200,U5 small nuclear ribonucleoprotein 200 kDa helicase,7,14,14,22,2136,244.4,6.06,12835848.6875
High,Q9Y3Z3,SAMHD1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,18,10,10,17,626,72.2,7.14,22151797.9375
High,P52732,KIF11,Kinesin-like protein KIF11,15,14,14,21,1056,119.1,5.64,13779514.9375
High,P11413,G6PD,Glucose-6-phosphate 1-dehydrogenase,28,13,13,21,515,59.2,6.84,14090646
High,Q8IXQ6,PARP9,Protein mono-ADP-ribosyltransferase PARP9,16,11,11,17,854,96.3,7.91,14691163
High,Q9UPT8,ZC3H4,Zinc finger CCCH domain-containing protein 4,12,7,7,10,1303,140.2,6.27,10100854.625
High,Q14847,LASP1,LIM and SH3 domain protein 1,46,8,8,18,261,29.7,7.05,60889590.125
High,P05121,SERPINE1,Plasminogen activator inhibitor 1,28,9,9,16,402,45.0,7.2,25066224
High,Q86UX7,FERMT3,Fermitin family homolog 3,21,10,10,18,667,75.9,6.98,15765202.4375
High,P62753,RPS6,40S ribosomal protein S6,23,10,10,22,249,28.7,10.84,45643268.875
High,P04843,RPN1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,22,10,10,14,607,68.5,6.38,18938502.75
High,P22234,PAICS,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase,20,11,11,21,425,47.0,7.23,51731180.6875
High,Q8N1I0,DOCK4,Dedicator of cytokinesis protein 4,6,12,12,18,1966,225.1,7.65,11751926.0625
High,P21127,CDK11B,Cyclin-dependent kinase 11B,18,15,15,24,795,92.6,5.54,63182175.3125
High,Q9Y520,PRRC2C,Protein PRRC2C,5,11,11,19,2896,316.7,9.13,15312190.09375
High,Q86UE4,MTDH,Protein LYRIC,20,8,8,14,582,63.8,9.32,6146761.5625
High,Q9Y265,RUVBL1,RuvB-like 1,27,9,9,15,456,50.2,6.42,47896324.125
High,P61353,RPL27,60S ribosomal protein L27,52,9,9,23,136,15.8,10.56,92501524.625
High,Q8TDB6,DTX3L,E3 ubiquitin-protein ligase DTX3L,20,11,11,16,740,83.5,8.06,18982519.375
High,Q9NR12,PDLIM7,PDZ and LIM domain protein 7,32,10,10,18,457,49.8,8.41,22171030.6875
High,P61254,RPL26,60S ribosomal protein L26,38,9,9,19,145,17.2,10.55,120494383.8125
High,P62316,SNRPD2,Small nuclear ribonucleoprotein Sm D2,51,7,7,18,118,13.5,9.91,73036833.375
High,Q53EZ4,CEP55,Centrosomal protein of 55 kDa,23,9,9,18,464,54.1,7.01,28907704.625
High,Q86XP3,DDX42,ATP-dependent RNA helicase DDX42,19,12,12,18,938,102.9,7.02,14516899.9375
High,O95429,BAG4,BAG family molecular chaperone regulator 4,32,9,9,15,457,49.6,5.12,4367870.8125
High,Q8IZ07,ANKRD13A,Ankyrin repeat domain-containing protein 13A,20,10,10,19,590,67.6,5.02,13541208.875
High,Q6NZI2,CAVIN1,Caveolae-associated protein 1,29,8,8,14,390,43.5,5.6,26194836.375
High,P46783,RPS10,40S ribosomal protein S10,46,8,8,17,165,18.9,10.15,82090033
High,P62258,YWHAE,14-3-3 protein epsilon,42,10,8,20,255,29.2,4.74,56092190.59375
High,P42285,MTREX,Exosome RNA helicase MTR4,11,10,10,15,1042,117.7,6.52,16678168.25
High,P62277,RPS13,40S ribosomal protein S13,40,8,8,14,151,17.2,10.54,109655484.375
High,Q6WCQ1,MPRIP,Myosin phosphatase Rho-interacting protein,12,8,8,11,1025,116.5,6.21,5960992.0625
High,P46781,RPS9,40S ribosomal protein S9,36,13,13,28,194,22.6,10.65,107201677.25
High,P62826,RAN,GTP-binding nuclear protein Ran,32,6,6,13,216,24.4,7.49,32359096.75
High,Q96HS1,PGAM5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",30,11,11,20,289,32.0,8.68,36952623.5
High,P26373,RPL13,60S ribosomal protein L13,38,10,10,24,211,24.2,11.65,92289971.5
High,Q8WVC0,LEO1,RNA polymerase-associated protein LEO1,12,8,8,15,666,75.4,4.51,18074724.3125
High,P03956,MMP1,Interstitial collagenase,24,10,10,17,469,54.0,6.96,14356440.4375
High,Q6Y7W6,GIGYF2,GRB10-interacting GYF protein 2,9,8,8,11,1299,150.0,5.54,9926884.375
High,Q9Y597,KCTD3,BTB/POZ domain-containing protein KCTD3,12,8,6,16,815,88.9,7.03,10890801.5
High,O75822,EIF3J,Eukaryotic translation initiation factor 3 subunit J,34,9,9,16,258,29.0,4.83,26539434.375
High,Q6P1J9,CDC73,Parafibromin,22,11,11,18,531,60.5,9.61,13518616.8125
High,Q14008,CKAP5,Cytoskeleton-associated protein 5,8,14,14,17,2032,225.4,7.8,6032136.28125
High,Q96QC0,PPP1R10,Serine/threonine-protein phosphatase 1 regulatory subunit 10,14,12,12,20,940,99.0,9.17,10545636.4375
High,Q16629,SRSF7,Serine/arginine-rich splicing factor 7,27,6,6,14,238,27.4,11.82,64471819.625
High,Q15084,PDIA6,Protein disulfide-isomerase A6,28,8,8,12,440,48.1,5.08,5545721.625
High,Q5H9U9,DDX60L,Probable ATP-dependent RNA helicase DDX60-like,6,11,8,20,1706,197.5,8.29,8982522.4375
High,P41091,EIF2S3,Eukaryotic translation initiation factor 2 subunit 3,17,7,7,14,472,51.1,8.4,38449983.5
High,P35237,SERPINB6,Serpin B6,25,7,6,12,376,42.6,5.27,9800473.25
High,P62249,RPS16,40S ribosomal protein S16,59,13,13,24,146,16.4,10.21,197128610.625
High,P23526,AHCY,Adenosylhomocysteinase,23,10,10,15,432,47.7,6.34,12378831.3125
High,P17931,LGALS3,Galectin-3,26,5,5,12,250,26.1,8.56,35005965.75
High,P61221,ABCE1,ATP-binding cassette sub-family E member 1,15,7,7,13,599,67.3,8.34,13310940.9375
High,Q14258,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,22,11,11,16,630,70.9,8.09,27898654.875
High,O14744,PRMT5,Protein arginine N-methyltransferase 5,17,11,11,26,637,72.6,6.29,21791934.375
High,Q15459,SF3A1,Splicing factor 3A subunit 1,17,11,11,15,793,88.8,5.22,12047246
High,Q8N1G4,LRRC47,Leucine-rich repeat-containing protein 47,20,10,10,12,583,63.4,8.28,12547579.375
High,Q9Y3F4,STRAP,Serine-threonine kinase receptor-associated protein,26,7,7,13,350,38.4,5.12,13604767.125
High,Q13557,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta,21,11,7,16,499,56.3,7.25,25926429.40625
High,Q00325,SLC25A3,"Phosphate carrier protein, mitochondrial",28,11,11,21,362,40.1,9.38,55071055
High,Q13501,SQSTM1,Sequestosome-1,23,6,6,9,440,47.7,5.22,12360777.75
High,P30041,PRDX6,Peroxiredoxin-6,46,10,10,16,224,25.0,6.38,19127255.8125
High,O00560,SDCBP,Syntenin-1,25,7,7,12,298,32.4,7.53,21680656.375
High,Q53GL7,PARP10,Protein mono-ADP-ribosyltransferase PARP10,10,8,8,15,1025,109.9,4.97,7618748.75
High,Q04837,SSBP1,"Single-stranded DNA-binding protein, mitochondrial",58,8,8,15,148,17.2,9.6,35179757.28125
High,P62917,RPL8,60S ribosomal protein L8,34,9,9,20,257,28.0,11.03,121255693
High,Q16891,IMMT,MICOS complex subunit MIC60,14,10,10,18,758,83.6,6.48,12165995.78125
High,Q9HB71,CACYBP,Calcyclin-binding protein,46,7,7,11,228,26.2,8.25,16500909.6875
High,P54136,RARS1,"Arginine--tRNA ligase, cytoplasmic",17,10,10,19,660,75.3,6.68,18280427.5
High,P05387,RPLP2,60S acidic ribosomal protein P2,57,4,4,7,115,11.7,4.54,18859314.625
High,Q7L014,DDX46,Probable ATP-dependent RNA helicase DDX46,12,13,13,19,1031,117.3,9.29,24266838.625
High,Q9UKV3,ACIN1,Apoptotic chromatin condensation inducer in the nucleus,9,8,8,16,1341,151.8,6.43,12928400.5625
High,Q9UHD2,TBK1,Serine/threonine-protein kinase TBK1,13,7,7,12,729,83.6,6.79,6815456.125
High,P46782,RPS5,40S ribosomal protein S5,28,5,5,14,204,22.9,9.72,36832658.75
High,P18621,RPL17,60S ribosomal protein L17,33,7,7,17,184,21.4,10.17,68231255.5
High,A5YKK6,CNOT1,CCR4-NOT transcription complex subunit 1,7,13,13,17,2376,266.8,7.11,12627232.25
High,Q13151,HNRNPA0,Heterogeneous nuclear ribonucleoprotein A0,25,6,6,10,305,30.8,9.29,29432250.296875
High,P51116,FXR2,RNA-binding protein FXR2,11,6,2,9,673,74.2,6.23,2600872.875
High,Q9Y6K9,IKBKG,NF-kappa-B essential modulator,23,7,7,10,419,48.2,5.71,8003888.3125
High,P01040,CSTA,Cystatin-A,67,5,5,9,98,11.0,5.5,18382523.875
High,Q5D862,FLG2,Filaggrin-2,6,6,6,9,2391,247.9,8.31,22783333.125
High,P04899,GNAI2,Guanine nucleotide-binding protein G(i) subunit alpha-2,21,5,5,7,355,40.4,5.54,10261341.1875
High,P36873,PPP1CC,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,15,5,2,11,323,37.0,6.54,1037974.515625
High,P62280,RPS11,40S ribosomal protein S11,42,10,10,19,158,18.4,10.3,99700605.125
High,P39019,RPS19,40S ribosomal protein S19,43,9,9,19,145,16.1,10.32,80113999.75
High,P07996,THBS1,Thrombospondin-1,10,9,9,13,1170,129.3,4.94,7647138.5
High,Q13162,PRDX4,Peroxiredoxin-4,23,6,4,13,271,30.5,6.29,6648797.8125
High,O75494,SRSF10,Serine/arginine-rich splicing factor 10,18,6,6,14,262,31.3,11.27,39708288.25
High,Q8WXF1,PSPC1,Paraspeckle component 1,20,8,8,15,523,58.7,6.67,23250302.75
High,Q13200,PSMD2,26S proteasome non-ATPase regulatory subunit 2,12,9,9,14,908,100.1,5.2,33322428.875
High,Q92598,HSPH1,Heat shock protein 105 kDa,12,8,7,14,858,96.8,5.39,14765827.375
High,P14678,SNRPB,Small nuclear ribonucleoprotein-associated proteins B and B',19,6,6,14,240,24.6,11.19,51850954.875
High,Q9Y285,FARSA,Phenylalanine--tRNA ligase alpha subunit,29,10,10,16,508,57.5,7.8,24198826.125
High,O75083,WDR1,WD repeat-containing protein 1,15,7,7,12,606,66.2,6.65,10678795.9375
High,P62847,RPS24,40S ribosomal protein S24,36,6,6,16,133,15.4,10.78,40993367.0625
High,Q14694,USP10,Ubiquitin carboxyl-terminal hydrolase 10,11,8,8,14,798,87.1,5.31,25250590.25
High,Q15029,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component,11,8,7,11,972,109.4,5.0,8307223.9375
High,P38159,RBMX,"RNA-binding motif protein, X chromosome",20,9,9,15,391,42.3,10.05,54557200.375
High,Q14195,DPYSL3,Dihydropyrimidinase-related protein 3,22,9,7,16,570,61.9,6.49,5381442.65625
High,Q96I25,RBM17,Splicing factor 45,28,10,10,14,401,44.9,5.97,12519061.6875
High,Q9UMS4,PRPF19,Pre-mRNA-processing factor 19,16,7,7,12,504,55.1,6.61,11353336.75
High,Q96D15,RCN3,Reticulocalbin-3,25,5,5,7,328,37.5,4.89,6707035.5
High,P62081,RPS7,40S ribosomal protein S7,36,8,8,15,194,22.1,10.1,52656282.125
High,Q9UM54,MYO6,Unconventional myosin-VI,6,7,7,12,1294,149.6,8.53,5604029.625
High,Q16531,DDB1,DNA damage-binding protein 1,11,12,12,19,1140,126.9,5.26,10840944.71875
High,O75116,ROCK2,Rho-associated protein kinase 2,9,7,5,9,1388,160.8,6.02,3142297.25
High,Q04917,YWHAH,14-3-3 protein eta,26,7,5,12,246,28.2,4.84,9471714.625
High,P22102,GART,Trifunctional purine biosynthetic protein adenosine-3,16,11,11,15,1010,107.7,6.7,14744008.21875
High,Q6P2E9,EDC4,Enhancer of mRNA-decapping protein 4,9,8,8,10,1401,151.6,5.86,5255178.375
High,Q9H3U1,UNC45A,Protein unc-45 homolog A,10,8,8,14,944,103.0,6.07,6428268.125
High,P31040,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",13,8,8,12,664,72.6,7.39,15746319.625
High,Q14257,RCN2,Reticulocalbin-2,34,7,7,12,317,36.9,4.4,29478135.75
High,Q9UDY4,DNAJB4,DnaJ homolog subfamily B member 4,34,8,8,12,337,37.8,8.5,16731493.25
High,P61163,ACTR1A,Alpha-centractin,22,6,6,12,376,42.6,6.64,13553655.8125
High,P08621,SNRNP70,U1 small nuclear ribonucleoprotein 70 kDa,18,8,8,13,437,51.5,9.94,20592749.5
High,O14639,ABLIM1,Actin-binding LIM protein 1,13,8,8,14,778,87.6,8.59,11980571.875
High,Q9BWF3,RBM4,RNA-binding protein 4,24,8,2,15,364,40.3,7.08,8546694.1875
High,P84090,ERH,Enhancer of rudimentary homolog,46,10,10,30,104,12.3,5.92,872127443.0625
High,P40429,RPL13A,60S ribosomal protein L13a,37,10,10,24,203,23.6,10.93,75933152.6875
High,P58107,EPPK1,Epiplakin,6,7,1,11,5088,555.3,5.62,1042156
High,Q9ULA0,DNPEP,Aspartyl aminopeptidase,13,6,6,10,485,53.4,7.58,9459681.875
High,P24666,ACP1,Low molecular weight phosphotyrosine protein phosphatase,40,7,7,11,158,18.0,6.74,10565436.0625
High,P62314,SNRPD1,Small nuclear ribonucleoprotein Sm D1,38,4,4,8,119,13.3,11.56,33024999.625
High,P37108,SRP14,Signal recognition particle 14 kDa protein,59,5,5,10,136,14.6,10.04,33650599.5
High,Q5SW79,CEP170,Centrosomal protein of 170 kDa,8,10,10,16,1584,175.2,7.11,10411281.1875
High,Q8WWN8,ARAP3,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3",9,10,10,15,1544,169.7,7.08,9097557.3125
High,P49368,CCT3,T-complex protein 1 subunit gamma,16,8,8,16,545,60.5,6.49,18777037.375
High,P62841,RPS15,40S ribosomal protein S15,37,4,4,10,145,17.0,10.39,45718569.59375
High,Q9UHR5,SAP30BP,SAP30-binding protein,23,8,8,11,308,33.9,4.84,14780316.5
High,Q9NZN4,EHD2,EH domain-containing protein 2,23,10,8,17,543,61.1,6.46,16328499.5
High,O14579,COPE,Coatomer subunit epsilon,26,8,8,13,308,34.5,5.12,10203720.8125
High,P16401,H1-5,Histone H1.5,20,6,6,13,226,22.6,10.92,108887453.125
High,Q9Y4I1,MYO5A,Unconventional myosin-Va,7,11,11,16,1855,215.3,8.48,7164736.34375
